part_number,cost,qty_sold,Label
884eef0d5362,0,65,Overseas
aa9e3425db99,0,49,Overseas
38e455318725,0,8,Overseas
9.31E+11,0,3,Overseas
f4070dfddc78,0,12,Overseas
8e77e29edabd,0,67,Overseas
5bc0ea22bd4c,0,15,Overseas
704f5e01ce32,0,70,Overseas
9b2772b5e692,0,97,Overseas
7e0a5fec505d,0,58,Overseas
ec6693fe4f11,0,66,Overseas
5f4134c80b25,0,39,Overseas
4265c02e7ba7,0,17,Overseas
45c959b5e7f0,0,85,Overseas
2f91ebba8d97,0,81,Overseas
313747397ef6,0,15,Overseas
a0a157b83cfe,0,29,Overseas
270714dd5183,0,72,Overseas
5ee409166b50,0,88,Overseas
4b97e36b4a3b,0,49,Overseas
54bc0af5692e,0,42,Overseas
bfc28ce6dcff,0,87,Overseas
648f84c91ba1,0,67,Overseas
536ee4f3b02a,0,53,Overseas
04f943732cac,0,48,Overseas
29e7927f7315,0,45,Overseas
3414cbef4daf,0,21,Overseas
2c279a06a7e4,0,27,Overseas
62575bceac6b,0,72,Overseas
1d8e87cfad29,0,31,Overseas
175433d16bbc,0,3,Overseas
d27a3071e7d2,0,7,Overseas
c28be4f425f8,0,31,Overseas
b542beef1a18,0,87,Overseas
24cb0cdae44b,0,52,Overseas
8d76b5636240,0,31,Overseas
bd517c38eb4e,0.013,44,Overseas
1802c7343de5,0,5,Overseas
1fb7ef1b3bd8,0,56,Overseas
e2dab25fae5d,0,18,Overseas
68990c3aa326,0,4,Overseas
a9e975eef9b5,0,59,Overseas
d2407998f22c,0,54,Overseas
14fcb278bd20,0,24,Overseas
a03b8ee8cd5c,0,68,Overseas
8c406bf05218,0,71,Overseas
82be886259e0,0,59,Overseas
2d07fa662e4c,0,20,Overseas
4374a2815cb8,0,37,Overseas
23d3a6ee92a6,0,97,Overseas
955078fa8d01,0,50,Overseas
1ca38a334a57,0,55,Overseas
b44dd433f3be,0,87,Overseas
a01a2ace0d24,0,45,Overseas
ef8f8fb8759a,0,65,Overseas
de1dc7a0f2ec,0,53,Overseas
2b9750585a34,0,35,Overseas
f4399c0226c8,0,38,Overseas
f3a82baba925,0,10,Overseas
3c4b069764a2,0,33,Overseas
03683885180c,0,78,Overseas
0086201ec470,0.01435,21,Overseas
f616f204d7c1,0,67,Overseas
0e4599ac9772,0,46,Overseas
b9203b91e1dc,0,90,Overseas
15ba8d2265f9,0,73,Overseas
7cdd5832ab4c,0,56,Overseas
42966614316c,0,55,Overseas
96563f6abb69,0,9,Overseas
e0a736c8cb92,0,93,Overseas
bc229c31d9ca,0,100,Overseas
0480860df754,0,21,Overseas
20af1d7a0869,0,91,Overseas
7e2326cc901d,0.0178,24,Overseas
5a436954c0a8,0,28,Overseas
18d743047817,0,45,Overseas
7b8cd96d1354,0,59,Overseas
b0f63c41ce13,0,59,Overseas
f518087fed5c,0.35,16,Standard
9b1573c50bec,0,98,Overseas
d530342802bd,0,22,Overseas
a3ff8b5a80be,0,28,Overseas
a464a442aabc,0,91,Overseas
1452d5386496,0,8,Overseas
b3402ea7054e,0.37,24,Standard
57320fa2ba22,0,15,Overseas
db7185370178,0,69,Overseas
dee8068ea5ec,0,54,Overseas
1fb850854aef,0,72,Overseas
f5abe42a8a1b,0,43,Overseas
cabe4550e3de,0,20,Overseas
2ec43e7b4b1c,0,95,Overseas
0d02f0e910a4,0,53,Overseas
1da96d038f1c,0,22,Overseas
a9be9ff933bb,0,18,Overseas
36dd2ef34580,0,80,Overseas
6bbacefd728d,0,3,Overseas
5a11e91da072,0,56,Overseas
95db56db75bb,0,85,Overseas
bccb43625ce4,0,13,Overseas
3ebb5e9e2705,0,61,Overseas
d45f751ee74b,0,27,Overseas
478a5304e6c5,0,80,Overseas
90c11e38cb77,0,69,Overseas
2a9c3820ce20,0,90,Overseas
58644b8e29e3,0,73,Overseas
c20dea50c196,0,19,Overseas
48547ba9f02d,0,31,Overseas
6587ee0f97cc,0,39,Overseas
d85663a0fd3c,0,78,Overseas
4a6fe90511d1,0,91,Overseas
731838f4b32d,0,91,Overseas
df15844668fe,0,49,Overseas
3fd8bcee1794,0,56,Overseas
d5b92e159b2a,0,89,Overseas
30f5ae2d5455,0,10,Overseas
62b00c4e6882,0,87,Overseas
39d26fb8f9ae,0,19,Overseas
1989fa500532,0,21,Overseas
1076f5efec6f,0,72,Overseas
9e8eee83616a,0,15,Overseas
3f787c0ae230,0,52,Overseas
aa531533b921,0,91,Overseas
3c8b002de40c,0,13,Overseas
10f04459304a,0,40,Overseas
985fce1bae1e,0.81,58,Custom
4789339a453d,0.41,31,Standard
60c18d42d655,0,6,Overseas
4551fda4ba08,0,55,Overseas
4b33c36bab42,0,40,Overseas
f9ea27560336,0,35,Overseas
754655ac0758,0,42,Overseas
a0aebc1f79bc,0,45,Overseas
3326ec995f54,0,89,Overseas
356b1316f959,0,8,Overseas
9e373abb80d0,0,6,Overseas
5d11e019df0f,0,43,Overseas
bf99dc18154a,0,11,Overseas
79d43f7bda39,0,6,Overseas
4b32fd21be03,0,51,Overseas
8c81abce7f5f,0,30,Overseas
89fd73a11519,0,28,Overseas
6ef609e0d35c,0,58,Overseas
d8f2e076c7b1,0,84,Overseas
a7bd5139d683,0,74,Overseas
190600fd68c5,0,41,Overseas
68d1b97eee31,0,11,Overseas
c99266ae024c,1.84,38,Custom
1ccc19676b00,0,33,Overseas
523015b40b2f,0,5,Overseas
56e8f1f6d954,0,63,Overseas
0385298ddc4c,0,84,Overseas
807035f3e79e,0,69,Overseas
b1493965b578,0,60,Overseas
40b86fa02862,0,70,Overseas
41e3c11fee52,0.0214,50,Overseas
90fc27949a3b,0,51,Overseas
ca294b2e1680,0,100,Overseas
98ff385953f0,0,100,Overseas
dc303cdb0f20,0,35,Overseas
83c8aefe6c42,0,33,Overseas
405827e3c3ba,0,77,Overseas
44170a2c14f3,0,60,Overseas
fd1e580c71e3,0,38,Overseas
69e61d74c597,0,39,Overseas
bfb5555a26ac,0,98,Overseas
bbc2d5f3ea47,0,90,Overseas
f678043d3dc0,0,77,Overseas
fe2b562743c3,0,8,Overseas
8df69df9d09c,0,18,Overseas
8ca014518f3c,0,6,Overseas
d5ef0f0e059a,0,18,Overseas
97ccc5751b45,0.01107,98,Overseas
996157bf8efc,0,81,Overseas
8e4c2799fba0,0,52,Overseas
7efb00396cfd,0,64,Overseas
ea5cbf815d22,0,8,Overseas
d0a532e3b38a,0,82,Overseas
f5cce714b781,0,71,Overseas
86bcdaa3ebfe,0,33,Overseas
ae04be18e769,0,80,Overseas
b2aea4a25174,0.7625,85,Custom
f2c46790ab7e,0,81,Overseas
f22d5ed29d8f,0,51,Overseas
aad97344b419,0,6,Overseas
76099ab2ebdb,0,58,Overseas
04e97796ac4d,0,40,Overseas
3c2ae5f38e41,0,10,Overseas
9eee172b1658,0,44,Overseas
a39f0ee83c3c,0,76,Overseas
7a3b86f7339b,0,43,Overseas
3b6f863a9296,0.09153,84,Overseas
feae192a4623,0,33,Overseas
218a0a3deff5,0,17,Overseas
b8817f75d03b,0,71,Overseas
3553ec40e4b8,0,2,Overseas
7b9248b61daa,0,45,Overseas
cc8bc3b07885,0,7,Overseas
94d70b8c2a55,0,26,Overseas
52ecc0666093,0,42,Overseas
a68722bf14f1,0,10,Overseas
321c5fd43324,0,11,Overseas
a8f913a84203,0,65,Overseas
5e5017248dc4,0,32,Overseas
b5800e9f28c6,0,92,Overseas
61e9ac88cd63,0,44,Overseas
bee35097e221,0,10,Overseas
ba106de59d01,0,40,Overseas
2f3a67ad102d,0,25,Overseas
8b7c12ddb6a2,0,74,Overseas
e0e80f159f5e,0,83,Overseas
84c73d7f545c,0,68,Overseas
bf036cac371f,0,85,Overseas
933f1b9cd389,0.06935,81,Overseas
c0c1cc914e7c,0,62,Overseas
1663dc9a9711,0,75,Overseas
9566537f6760,0.47,54,Standard
f6f65c10b01f,0,4,Overseas
d944dbe152de,0,54,Overseas
5735ae856280,0,21,Overseas
87ce7c2de17d,0,28,Overseas
f8a8fe3002d1,0,45,Overseas
f5ef18889bc3,0,20,Overseas
2d06f8933254,0,76,Overseas
351025d1021b,0,60,Overseas
e113ad8ba18c,0,67,Overseas
c0b88117b52f,0,28,Overseas
66f454c2f4da,0,16,Overseas
245d9b02d5d7,0,2,Overseas
21a5ce7519e0,0,66,Overseas
96e717706327,0,54,Overseas
079548f3096e,0,15,Overseas
83fb17e245e6,0,84,Overseas
1617e3fabb2b,0,76,Overseas
6772ada9d9a5,0,65,Overseas
da7e3618b013,0,74,Overseas
1f60a49409bc,0,96,Overseas
a149aff8ad48,0,67,Overseas
b7e162da55f7,0.775,89,Custom
b9080ff926d4,0,92,Overseas
a7a87beccf01,0,99,Overseas
79bb6f236a96,0,73,Overseas
a34c4a812a2c,0,37,Overseas
dfeefa7ebc69,0,77,Overseas
95f11b51f1f6,0,46,Overseas
792c536ecb91,0,74,Overseas
7a81e46933cf,0,35,Overseas
2e0f4c4f601b,0,57,Overseas
5a96cc9e5944,0,64,Overseas
45b013e5fbca,0,32,Overseas
9ee9f1118ce1,0.175,15,Standard
6b1562a6d654,0,64,Overseas
d18465ae3ed4,0,71,Overseas
ec8a2cb0be0e,0,29,Overseas
51943743c769,0,31,Overseas
7f7fe157bb04,0,48,Overseas
bec5458f4b89,1.5,58,Custom
9032596ea66d,0,36,Overseas
fdcb63d301af,0,70,Overseas
9e4750c84696,0,43,Overseas
bc73945bd519,0,36,Overseas
47521172fa47,0.00525,25,Overseas
0dc3ccaf1c54,0,33,Overseas
4.93E+11,0,59,Overseas
d4008464d40d,0,82,Overseas
58dc45389c5d,0,60,Overseas
b45b1613c791,0,29,Overseas
a6db32c93df1,0,23,Overseas
6785e40a119b,0,91,Overseas
fbe7959464d7,0,99,Overseas
fd5cf169b852,0,32,Overseas
2171985ef9c1,0,21,Overseas
f0ce9936e491,0,83,Overseas
9c5b5f3dfde3,0.5,83,Standard
046b1b382f69,0,39,Overseas
56c0c86699e3,0,36,Overseas
44fa58c2c30b,0,22,Overseas
7a04676ecd72,0,71,Overseas
212cc5fedd1a,0,66,Overseas
f38758b5bb74,0,47,Overseas
8d847886f376,0,87,Overseas
e6dd1744a8db,0,62,Overseas
50dabc35d844,0,50,Overseas
f6304ea2430b,0,61,Overseas
120237cbdfb0,0,4,Overseas
6b746a367a00,0,60,Overseas
ac87de09baef,0,7,Overseas
3033ac6db438,0,9,Overseas
f8610692261b,0,52,Overseas
db4051f7bbe3,0,42,Overseas
ea25bc147c19,0,65,Overseas
c14b0a6cfa9f,0,28,Overseas
127fce6a0fc9,0,12,Overseas
a51bef49853a,0,66,Overseas
08c66058b6a7,0,35,Overseas
d469b6f9e612,0,41,Overseas
91b03d47a829,0,68,Overseas
70eaacf57c7d,0,66,Overseas
bf7b333a778d,0,97,Overseas
cfeb8f5f8562,0,22,Overseas
1615591c09f2,0,88,Overseas
c8edce826dca,0,96,Overseas
d587fabde63c,0,36,Overseas
1ba123878f76,0,22,Overseas
144c87c51c8a,0,60,Overseas
a5e225eed0ed,0,88,Overseas
a32b5abf891c,0,58,Overseas
870c712130f4,0,64,Overseas
4c718cb3ae17,0,38,Overseas
7e4e796a3709,0,53,Overseas
58d7708c1a50,0,86,Overseas
9533781e42ad,0,88,Overseas
e7e504ed28f4,0,67,Overseas
52ba9f175624,0.4,69,Standard
f4c2269de9e6,0,55,Overseas
270523c31e17,0,68,Overseas
f7fa54e72f0f,0,4,Overseas
ca540d83e47b,0,32,Overseas
d9a495009178,0,45,Overseas
bfdaf4d6f5a9,0,8,Overseas
770ea524d90a,0,57,Overseas
3933d2b4235f,0,99,Overseas
3b117a0af7e3,5.55983,26,Custom
3e98303c7ee2,0,60,Overseas
16dc87f64b1b,0,82,Overseas
b022fae57eba,0,48,Overseas
0f196e84299d,0,86,Overseas
2e142ac0d04a,0,72,Overseas
1a5206b279a9,0,36,Overseas
67fd1c2e612c,0,29,Overseas
21c14052fd8a,0,37,Overseas
70238c82fe5e,0,49,Overseas
31d8df7b96d1,0,48,Overseas
5d9db713104d,0,100,Overseas
7e660a1c56e4,0,50,Overseas
0e382382a46d,0,72,Overseas
86ebb42bfcd4,0,45,Overseas
9ed822449f5e,0,83,Overseas
9d139e50b9b3,0,77,Overseas
71f1a2a12d0a,0,6,Overseas
d85cac62e5b7,0,93,Overseas
11904a5fba5a,0,32,Overseas
954112c852cc,0,80,Overseas
aac6478b2147,0,37,Overseas
73fba353197a,0,39,Overseas
aa8b9c0295b1,0,61,Overseas
c4547bec2805,0,5,Overseas
08e24b7437db,0,43,Overseas
241c973cea41,0,44,Overseas
e4cd1150185a,0,95,Overseas
bc7b48faa002,0,49,Overseas
24b96260c2f4,0,62,Overseas
a2b4d6450e3f,0,91,Overseas
c99993c9eba8,0,94,Overseas
9ea32196dde4,0,40,Overseas
f64d8239f7b3,0,11,Overseas
37d89209f66e,0,54,Overseas
3ef5f1018cba,0,17,Overseas
4e49e84129a8,0,31,Overseas
9cb92d0637f7,0,36,Overseas
3f0b75f94bba,0,82,Overseas
b8ff6fbb10dc,0,31,Overseas
d6ea054742ce,0,89,Overseas
35ae7b5f6f4c,0,79,Overseas
e81086f4a1f7,0,65,Overseas
989f913c2b62,0,59,Overseas
c3007755edc0,0,21,Overseas
b25ddb7353ab,0,22,Overseas
225aa1e9f935,0,99,Overseas
618455254a6b,0,61,Overseas
e0f83a202108,0,3,Overseas
d29bbe678fc3,0,94,Overseas
8c2282105801,0,45,Overseas
70e3e7bb946c,0.18,97,Standard
7657a3c62d4b,0,96,Overseas
7acd37d05875,0.023,100,Overseas
f0a1427985b2,0,13,Overseas
e18c09a4e553,0,82,Overseas
3df617b3380a,0,82,Overseas
e737dfe805d8,0.02226,11,Overseas
638db943938d,0,97,Overseas
f9d889734c00,0,89,Overseas
fb5bc3813c6d,0,75,Overseas
c763b428fd8b,0,79,Overseas
b40389fddb23,0,88,Overseas
7777095cc2fb,0,7,Overseas
e609ce38a4b4,0,99,Overseas
5f0fbeb6b565,0,6,Overseas
c49fccd37d7e,0,19,Overseas
a942e69e2818,0,44,Overseas
4b108696aa6b,0,67,Overseas
9c5c83bd7fdd,0,1,Overseas
bb5f35f74e07,0,8,Overseas
c0f890f2fd6b,0,90,Overseas
369744785d7c,0,80,Overseas
13b6746bac5d,0,75,Overseas
2a7b05a31729,0,71,Overseas
b2b6c3be077b,0,62,Overseas
5f90c32f476b,0,85,Overseas
e7e07453fbca,0,49,Overseas
9.65E+11,0,99,Overseas
f709e1d01b22,0,30,Overseas
7e738cc805b8,0.048,48,Overseas
c38fc99728a7,0,9,Overseas
0f903d7d10f2,0,32,Overseas
197d6fb30b1c,0,5,Overseas
7.32E+11,0,92,Overseas
2c95a7199c31,0,57,Overseas
e5ece0ea4a79,0,81,Overseas
98af6836a065,0,4,Overseas
30b221ae461a,0,49,Overseas
b24ce50937e3,0,67,Overseas
69aa55bc7554,0,5,Overseas
c1cc38243834,0,83,Overseas
a1e8cb6dae4b,0.25,18,Standard
ddad5ec4f096,0,90,Overseas
b3a7bd408beb,0,43,Overseas
f23bfda4d306,0,71,Overseas
19cdf0835ee3,0,2,Overseas
1d703701d0ec,0,70,Overseas
9b517d5576aa,0,84,Overseas
529e6b56abd5,0,53,Overseas
7208cd46495e,0,36,Overseas
000bc5db1dad,0,44,Overseas
d1b6c9f8805d,0,93,Overseas
896c21baba07,0,6,Overseas
28539c8b6f2d,0,4,Overseas
98ad1b41151f,0,87,Overseas
8710de9f7374,0,70,Overseas
9b871512327c,0,91,Overseas
1649080ab370,0.7,95,Custom
8cd3ddc680a9,0,43,Overseas
16fbedf64e11,0,39,Overseas
1fb423f54ca4,0,66,Overseas
e04c2a5575a6,0,14,Overseas
2234fad4d89e,0,16,Overseas
b8447697564d,0,51,Overseas
b57613bb8839,0,78,Overseas
64a6efb33fd2,0,20,Overseas
3221028beef2,0,14,Overseas
82038031369a,0,96,Overseas
b6e32d005d60,0,82,Overseas
84c4406a3de2,0,59,Overseas
d647c9cf73ff,0,76,Overseas
5e80b7797c11,0,24,Overseas
a5e4a096b5ae,0,76,Overseas
8e8fb6545a23,0,42,Overseas
b344cb621c5c,0,91,Overseas
a5b2bff7bf59,0,58,Overseas
0748f00133d1,0,31,Overseas
d09b1bb05d54,0,83,Overseas
a13d51a86086,0,67,Overseas
88603c641cea,0,28,Overseas
aa26382b9d24,0,24,Overseas
e3b235bbc36e,0,21,Overseas
0a2282919ca1,0,67,Overseas
ba113de151f2,0,17,Overseas
18db7eb6b813,0,87,Overseas
40e77b598b60,0.06,16,Overseas
acdfa19d3c68,0,13,Overseas
e82902780f90,0,81,Overseas
cea4b5410881,0.74,44,Custom
cc87deaa58b0,0,16,Overseas
4e2b52c99a9c,0,74,Overseas
6aa72f6a70db,0,87,Overseas
64fbe3dd3041,0,83,Overseas
de054b226fe8,0,7,Overseas
cb17eb688292,0,51,Overseas
5cfe930214bc,0,45,Overseas
a0e6b2702c95,0,41,Overseas
ead3b6d68f6c,0.126,16,Overseas
22a435497279,0,60,Overseas
9740684db4be,0.14192,41,Overseas
78573505f489,0,45,Overseas
239ccfb77b24,0,89,Overseas
3.76E+11,0,4,Overseas
b4131a19d0c8,0,34,Overseas
6d022d029d60,0,81,Overseas
0e22768dbf07,0,85,Overseas
1a948fd79133,0,73,Overseas
45910b3350b6,0,42,Overseas
553efbb9f23a,0,34,Overseas
fea42ecd9d96,0.144,59,Overseas
c81b83906d62,0,64,Overseas
4676ff2ea8bf,0.19183,6,Standard
d7adaad891e3,0,91,Overseas
c9461a6e2834,0,35,Overseas
ff93feb2a7cc,0.10059,83,Overseas
74679793190d,0,55,Overseas
45fe26eb3e88,0,56,Overseas
612dc2717966,0,56,Overseas
28108f4e87e0,0.11,35,Overseas
195caac31d10,0,41,Overseas
82926d9157c9,0,16,Overseas
bcb05cee452d,0,95,Overseas
5af64d8a89f3,0,86,Overseas
d0f1fb558ece,0,26,Overseas
53822c18e640,0,29,Overseas
f6362f7a1e08,0,84,Overseas
4c926c25ca4c,0,44,Overseas
084dcfeba6c8,0,52,Overseas
1663d849656d,0,54,Overseas
0b788afe2d63,0,87,Overseas
15dbd62ed7fd,0,48,Overseas
7cadeb72ad4a,0,48,Overseas
edab7988afe7,0,95,Overseas
66d9e43709c1,0,77,Overseas
08f6964e6629,0.075,39,Overseas
aa7d9005d870,0,57,Overseas
4d1489d0f27f,0,89,Overseas
3a386d2bb69a,0,14,Overseas
d3477debee9e,0,16,Overseas
a396e5700650,0,34,Overseas
0a6609093109,0,21,Overseas
070520378eff,0,2,Overseas
86489d6cde61,0,61,Overseas
ad4a651217e4,0,66,Overseas
c2360ae8dd9c,0,47,Overseas
bb4a8cb0d721,0,84,Overseas
91e7a099a729,0,72,Overseas
223aeb36ae45,0,34,Overseas
6b11a5439d1e,0,7,Overseas
c8e58bacb69e,0,24,Overseas
c84d39fb8352,0,21,Overseas
ad8046f24a04,0,29,Overseas
2e50a0400075,0,2,Overseas
ed206b065c99,0,78,Overseas
2aa60d15a3be,0,40,Overseas
7086b4c6c1b1,0,92,Overseas
bf83ee0d74e3,0,35,Overseas
4ce022117714,0,33,Overseas
9ea7d6b771e3,0,27,Overseas
ca1d8f4e6cc1,0,37,Overseas
019ed19c3f6d,0,28,Overseas
98437b70d8eb,0,48,Overseas
c3b3bdb0fb49,0,72,Overseas
6ac75dd42095,0,37,Overseas
c0df96c0dfbb,0,12,Overseas
70d422edde48,0,2,Overseas
b33e5f789e64,0,1,Overseas
e1b2b25cf7c8,0.38,26,Standard
84bacfda9687,0.0465,6,Overseas
f3515ad00dc7,0,33,Overseas
fe900b3ced00,0,37,Overseas
95f4fb02b17d,0,10,Overseas
da15ca6a0a99,0.204,24,Standard
83edb8878cb1,0,78,Overseas
331b8ee48fd1,0,43,Overseas
8f1adefab915,0,93,Overseas
c83629c00820,0,53,Overseas
e9b65ae6edcf,0,93,Overseas
cd60a19d8d09,0,67,Overseas
90a34c98e275,0,14,Overseas
653ac7533d34,0,30,Overseas
7cc59c82b152,0,9,Overseas
a43e04b0def1,0,81,Overseas
8f68b60decfb,0,4,Overseas
a2bbc04b0431,0,74,Overseas
bb3dc1b40992,0.0496,20,Overseas
48be7d45e364,0,89,Overseas
d6e969386892,0,75,Overseas
fc9fc569f59a,0,8,Overseas
6c2bf64bf517,0,78,Overseas
8b32975d8b2b,0,1,Overseas
ef35142d0843,0,28,Overseas
d99b18a68a2a,0.6336,42,Custom
f2f55ffbccab,0,20,Overseas
0415f7df98f2,0,92,Overseas
6a4403467ec9,0.0775,80,Overseas
e8601d13c231,0.10625,48,Overseas
6d813c599840,0,70,Overseas
435c6b691ccf,0,82,Overseas
2d96b38deb14,0,6,Overseas
9c364364d447,0,49,Overseas
70be5786da2a,0,22,Overseas
6763b8a72f60,0,14,Overseas
7496d9d31396,0,23,Overseas
708364ca59fb,0,97,Overseas
24e0cb206afc,0,26,Overseas
d7152bb6c79c,0,99,Overseas
b2a7c94ad44e,0,7,Overseas
b8ac7994aa0f,0,94,Overseas
7408945c89bc,0,77,Overseas
94424ddcbe29,0,80,Overseas
590e2de356a5,0.063,72,Overseas
690e2afaaf47,0,83,Overseas
c437c29b5806,0,48,Overseas
d3b5fb24c1a7,0,78,Overseas
4b6d63ffb07b,0.012,91,Overseas
68db454a7174,0,17,Overseas
a4bec566b6b5,0,68,Overseas
1d2106364d30,0,43,Overseas
a04611a6056a,0,86,Overseas
ba7d29b9ad74,0,18,Overseas
5.37E+11,0,70,Overseas
8e78ebc42733,0,63,Overseas
b2c1a07aeb97,0,16,Overseas
59792444d8c3,0,2,Overseas
746900991faf,0,49,Overseas
7e5d9f5beee0,0,85,Overseas
977dc7989a41,2.59,48,Custom
1ea9d32b6368,0,2,Overseas
81282f88303f,0,92,Overseas
82764563d481,0,32,Overseas
c1d503076312,0,38,Overseas
d0548e87b05b,1.58273,39,Custom
eaa36540d51a,0,26,Overseas
f0e1051df256,0,51,Overseas
f0313be7dfc2,0.83,10,Custom
57efb352ba08,0.4,31,Standard
63c94b3b4d05,0,47,Overseas
9d9fab3310fb,0,16,Overseas
e469565b5601,0.07754,20,Overseas
4354950eacc5,0,78,Overseas
6009ff9ccf25,0.042,37,Overseas
05c9d121fb69,0.338,25,Standard
bf6309d37aa5,0,73,Overseas
231ee5ad4199,0,17,Overseas
1a35b159cbed,0,88,Overseas
ae9f069141f4,0.00031,53,Overseas
588d80374946,0,94,Overseas
bb7b7138a2ab,0,96,Overseas
31fdb7255c44,0,38,Overseas
82015fedd402,0.05857,29,Overseas
495553cfa3b2,0,52,Overseas
d18cd9fc4bda,0,73,Overseas
e8adfab3fd7c,0,3,Overseas
0960e78bfa8e,0,24,Overseas
2acb03e693cc,0,81,Overseas
e2da9999ddb4,0,47,Overseas
29d31bd0d275,0,64,Overseas
18c642c65f8c,0,95,Overseas
34ae7ef75385,0.15528,1,Standard
19616f668c63,0.01996,8,Overseas
0efce59f12c7,0.15001,92,Overseas
c32db5832853,0.13567,47,Overseas
3966406eaa6b,0,15,Overseas
537c307449b2,1.48938,40,Custom
71c20d9f84e2,1.49361,18,Custom
29fd0b410e60,0.11621,89,Overseas
939bbe09d34d,0,40,Overseas
03c2e2f02c6d,0,73,Overseas
c30b35cdfa61,0.10675,18,Overseas
36d8a2c08df2,0,83,Overseas
7ed900778c30,0.21589,33,Standard
adcf846f50b2,0,36,Overseas
252cede5e3bf,0,91,Overseas
8f0d7ce8ddc3,0,53,Overseas
0505da200288,0,93,Overseas
93a10ffcd0e7,0,26,Overseas
05b92b7459fb,0,44,Overseas
a5680693f4f6,0,76,Overseas
b54e30f5f760,0,68,Overseas
b515a4078f71,0.0289,69,Overseas
8ff62c7d0e82,0.01,89,Overseas
4fbd99a920b0,0,88,Overseas
9e1487995269,0,53,Overseas
47e145a822e2,0,91,Overseas
ac049daf8466,0.035,80,Overseas
f6df672c4fda,0,21,Overseas
6e49a8a61928,0.00892,35,Overseas
2443b48e5397,0.04092,94,Overseas
627b54a06dad,0,42,Overseas
3e0724370933,0,47,Overseas
53c8a6d32be9,0,9,Overseas
c36ef77ab0e2,0,86,Overseas
b5bff294db39,0,92,Overseas
02a8424dadc2,0.0561,72,Overseas
eb96826b5c8d,0.10005,60,Overseas
770d4b4ced98,0.06409,89,Overseas
d806fe15c09b,0,27,Overseas
a5fb17f5dce2,0,49,Overseas
6c3f54296f13,0,84,Overseas
0675b7b81016,0,36,Overseas
8897de77100e,0,76,Overseas
6bd296b0ffbc,0.0928,70,Overseas
5939f9181417,0,24,Overseas
0990176eb8f3,0,18,Overseas
2c37d0049536,0,83,Overseas
02ca85955f10,0,67,Overseas
b174e525a42f,0,67,Overseas
fe099a7f6446,0,50,Overseas
f219de0ce5fc,0,30,Overseas
3ecbb28bb8bc,0,35,Overseas
f2fb0fc749b2,0,36,Overseas
ab2195aab51f,0,25,Overseas
4621396560cf,0.0331,16,Overseas
96a57c0a9d60,0,38,Overseas
ec9dbb31eeb6,0,89,Overseas
93e1ede1502b,0,19,Overseas
87c6292356c5,0,76,Overseas
bb81034b6cb1,0,96,Overseas
f958b00fe980,0,11,Overseas
533572edd494,0,98,Overseas
bdf420e827a9,0,62,Overseas
190813c80bb5,0,73,Overseas
7af171a0fc31,0,59,Overseas
855bab8fd003,0.045,9,Overseas
76c52b231f72,0,99,Overseas
ebb35665f5b8,0,87,Overseas
2278ce54d2d9,0,29,Overseas
1b8ca697ef6a,0.08842,89,Overseas
407f788dcbfb,0.067,25,Overseas
b128e9c92688,0.00716,23,Overseas
305f8776dac6,0,95,Overseas
8b6897a90541,0,15,Overseas
2c0ae628a5e8,0,84,Overseas
1fe956f5eb36,0.00716,2,Overseas
28f916fc0bdd,0.00716,61,Overseas
c8eae62a619f,0,56,Overseas
d83b6bb0bc53,0.05363,52,Overseas
b3e49220931a,0,5,Overseas
d72a11d264e7,0,83,Overseas
f57b8252cea0,0,76,Overseas
b2c806c9ba5e,0,53,Overseas
0a93012ee922,0,66,Overseas
246ea6d0138b,0,29,Overseas
e540c4b2e0c0,0,18,Overseas
a89dff55124a,0,17,Overseas
7fa5702c57fc,0,87,Overseas
197bf73a083c,0,97,Overseas
4e426bd7af95,0,51,Overseas
570ead84659e,0,69,Overseas
341047ab27d7,0,5,Overseas
42ba5e71285b,0,63,Overseas
802b00cd6b0d,0.06488,80,Overseas
7980af018157,0.018,74,Overseas
fc1f968f5f9d,0,41,Overseas
ab2a56458822,0.099,32,Overseas
fd9cb3deaa80,0,69,Overseas
85119adc6712,0,67,Overseas
2cfc8ccbd7c0,0,92,Overseas
c617eb468997,0,88,Overseas
04b8bf1f1430,0,73,Overseas
343f0526d6c9,0,87,Overseas
ebd95329dd9a,0,8,Overseas
0555a412afe6,0,42,Overseas
fb544eb30666,0.1,10,Overseas
8adcef2de1cb,0,80,Overseas
3095f084d6af,0,3,Overseas
548bfc841a32,0,46,Overseas
8f5c8c634537,0,33,Overseas
ed8da674f5ec,0,89,Overseas
05f130bad262,0.017,26,Overseas
1984876dee97,0,73,Overseas
3f1bb7c0da3c,0,89,Overseas
14cb9cf211b7,0,23,Overseas
7e9b161f805f,0.88324,88,Custom
3895f8042130,1.04,45,Custom
ebbd0ba9d770,0,64,Overseas
67bde8d13030,0.18,11,Standard
e6deaa31c300,0.0927,43,Overseas
c25fa643bd29,0,39,Overseas
6980b7c4689a,0,62,Overseas
deafa355bdab,0.08,86,Overseas
af009df8387a,0,95,Overseas
0005b3ac2d85,0,92,Overseas
f71db585efc9,0,28,Overseas
53567a243050,0,13,Overseas
8ed0209d78ba,0,22,Overseas
6b45010c83c9,0,98,Overseas
efc858a16e4b,0,97,Overseas
69b8d3f426c4,0.209,48,Standard
f993e21814b5,0,72,Overseas
9fefa12a127c,0.00832,87,Overseas
